year,month,day,max,min
2024,4,day14,26.477475,22.190899
2024,4,day15,29.660631,24.366985
2024,4,day16,30.544828,26.18645
2024,4,day17,29.030485,23.336323
2024,4,day18,27.089847,21.806894
2024,4,day19,28.563263,24.466436
2024,4,day2,29.389471,23.817941
2024,4,day20,26.828913,18.878305
2024,4,day21,28.697326,20.736689
2024,4,day22,27.653261,23.069987
2024,4,day23,25.269265,17.996578
2024,4,day24,26.198111,20.702828
2024,4,day25,29.546403,22.135346
2024,4,day26,25.67423,21.456078
2024,4,day27,30.693645,22.986727
2024,4,day28,30.212514,22.931978
2024,4,day29,25.0824,18.307219
2024,4,day3,27.673697,21.293169
2024,4,day30,25.667668,19.867422
2024,4,day31,25.136489,20.300451
2024,4,day4,28.028376,23.140034
2024,4,day5,26.738698,21.161409
2024,4,day6,25.793134,21.462954
2024,4,day7,28.428644,24.231399
2024,4,day8,27.395148,23.054832
2024,4,day9,28.010939,20.915638
2024,5,day1,27.156236,22.341031
2024,5,day10,23.978208,18.423628
2024,5,day11,25.556066,18.147734
2024,5,day12,27.888805,20.431676
2024,5,day13,24.042673,16.573031
2024,5,day14,27.82467,22.899996
2024,5,day15,26.21241,18.305963
2024,5,day16,24.525826,19.264002
2024,5,day17,29.12884,23.002597
2024,5,day18,25.046708,19.044104
2024,5,day19,26.676121,18.970721
2024,5,day2,27.067799,22.033167
2024,5,day20,24.057134,19.067565
2024,5,day21,27.104695,21.770417
2024,5,day22,26.288602,21.660581
2024,5,day23,26.008883,20.60123
2024,5,day24,27.679589,22.73477
2024,5,day25,29.797669,23.792663
2024,5,day26,28.79956,22.296391
2024,5,day27,29.200267,21.638659
2024,5,day28,28.817355,24.699491
2024,5,day29,27.257839,22.137064
2024,5,day3,26.826361,19.906667
2024,5,day30,24.838452,17.249751
2024,5,day31,27.869794,23.518614
2024,5,day4,24.776288,17.981267
2024,5,day5,24.038534,17.706515
2024,5,day6,27.909373,23.735445
2024,5,day7,24.950121,19.814067
2024,5,day8,28.663334,22.191475
2024,5,day9,24.246715,17.627683
2024,6,day1,23.293243,15.45082
2024,6,day10,24.142833,19.601823
2024,6,day11,26.974115,19.071007
2024,6,day12,21.870914,14.138795
2024,6,day13,26.502673,21.232688
2024,6,day14,24.344042,16.549636
2024,6,day15,21.710324,16.439933
2024,6,day16,26.277829,19.369511
2024,6,day17,25.59261,18.072082
2024,6,day18,23.484241,17.839234
2024,6,day19,23.658027,15.922953
2024,6,day2,24.67469,18.172592
2024,6,day20,26.364781,18.63178
2024,6,day21,22.642777,15.526345
2024,6,day22,21.640629,16.901643
2024,6,day23,25.574685,19.126759
2024,6,day24,22.601176,16.333003
2024,6,day25,22.385468,17.456738
2024,6,day26,25.124267,19.687222
2024,6,day27,25.128848,19.222439
2024,6,day28,24.013948,17.5951
2024,6,day29,25.272115,19.776277
2024,6,day3,22.364568,17.403125
2024,6,day30,26.112777,20.146994
2024,6,day31,21.825076,17.052037
2024,6,day4,21.916495,14.034346
2024,6,day5,26.458412,21.141273
2024,6,day6,24.253403,19.426373
2024,6,day7,21.831459,15.666044
2024,6,day8,25.80063,18.35028
2024,6,day9,22.85399,16.033445
2024,7,day1,17.193377,10.135222
2024,7,day10,21.411991,15.890494
2024,7,day11,18.877385,12.431365
2024,7,day12,21.454807,15.079584
2024,7,day13,20.151383,12.648251
2024,7,day14,21.721519,15.638923
2024,7,day15,19.709658,12.401617
2024,7,day16,17.254495,9.27115
2024,7,day17,20.112216,14.529771
2024,7,day18,21.41102,15.180217
2024,7,day19,20.09676,13.574166
2024,7,day2,17.090086,12.010651
2024,7,day20,17.295773,12.131055
2024,7,day21,19.388239,14.170023
2024,7,day22,21.965726,16.120337
2024,7,day23,19.534773,13.082236
2024,7,day24,17.32728,11.259401
2024,7,day25,17.853438,10.533864
2024,7,day26,19.710189,12.819601
2024,7,day27,17.67903,10.564105
2024,7,day28,22.627055,15.842598
2024,7,day29,17.81184,12.157603
2024,7,day3,19.478264,12.508797
2024,7,day30,19.705315,14.989801
2024,7,day31,20.541893,13.691355
2024,7,day4,22.929461,15.898354
2024,7,day5,17.396818,9.688405
2024,7,day6,22.913766,15.44525
2024,7,day7,19.939657,14.640075
2024,7,day8,19.74527,14.758134
2024,7,day9,19.429201,15.261896
2024,8,day1,14.211592,8.392859
2024,8,day10,17.609562,9.960551
2024,8,day11,16.392949,9.754828
2024,8,day12,13.900538,6.425264
2024,8,day13,14.073201,7.225011
2024,8,day14,15.51749,10.279417
2024,8,day15,17.611783,11.82675
2024,8,day16,16.758717,12.288501
2024,8,day17,13.789426,8.978019
2024,8,day18,16.735362,11.722918
2024,8,day19,15.751856,8.330212
2024,8,day2,14.500494,7.733624
2024,8,day20,16.261007,12.238005
2024,8,day21,18.296218,13.344704
2024,8,day22,16.533174,10.630326
2024,8,day23,15.460908,11.143289
2024,8,day24,16.600613,11.62176
2024,8,day25,16.28405,9.804986
2024,8,day26,16.345292,9.044282
2024,8,day27,13.293513,8.700488
2024,8,day28,16.919661,12.772777
2024,8,day29,18.122976,11.45499
2024,8,day3,18.442975,11.25703
2024,8,day30,18.028087,12.83432
2024,8,day31,18.522308,14.326183
2024,8,day4,17.310248,12.816071
2024,8,day5,13.68499,7.887396
2024,8,day6,15.17766,9.082391
2024,8,day7,15.304524,8.140258
2024,8,day8,16.069999,8.270983
2024,8,day9,15.272072,9.749644
2024,9,day1,12.573538,7.860545
2024,9,day10,11.828793,7.29061
2024,9,day11,14.239513,9.141839
2024,9,day12,13.234113,7.135528
2024,9,day13,14.246774,7.798559
2024,9,day14,10.72761,3.808696
2024,9,day15,13.845668,5.896911
2024,9,day16,12.973775,6.219158
2024,9,day17,15.675147,7.730033
2024,9,day18,11.794921,5.359542
2024,9,day19,11.970728,5.869163
2024,9,day2,14.10434,7.659981
2024,9,day20,16.041943,10.626529
2024,9,day21,10.850076,4.599538
2024,9,day22,13.190032,6.662601
2024,9,day23,13.026823,8.307195
2024,9,day24,13.728231,6.893883
2024,9,day25,15.947343,11.941019
2024,9,day26,10.215718,3.713875
2024,9,day27,10.779351,3.387072
2024,9,day28,14.869183,6.873235
2024,9,day29,12.556044,7.220875
2024,9,day3,14.220878,7.841003
2024,9,day30,13.43429,6.884276
2024,9,day31,10.13958,5.334832
2024,9,day4,14.795642,10.085965
2024,9,day5,12.803824,6.487959
2024,9,day6,15.660676,11.288171
2024,9,day7,11.867564,6.393286
2024,9,day8,12.345433,8.074766
2024,9,day9,12.63574,6.433855
2024,10,day1,10.68976,3.528978
2024,10,day10,11.888973,5.380171
2024,10,day11,14.35235,8.20448
2024,10,day12,11.010658,3.874702
2024,10,day13,11.483718,4.51338
2024,10,day14,14.010634,8.813259
2024,10,day15,13.349785,8.087774
2024,10,day16,12.215313,7.382263
2024,10,day17,13.11296,5.914818
2024,10,day18,14.328177,8.913795
2024,10,day19,14.81768,9.69584
2024,10,day2,10.846635,4.819877
2024,10,day20,9.187039,1.252564
2024,10,day21,12.759065,5.389442
2024,10,day22,12.42589,6.867625
2024,10,day23,12.571151,5.112776
2024,10,day24,13.509241,6.688177
2024,10,day25,10.886996,6.760484
2024,10,day26,11.483217,5.495
2024,10,day27,10.425853,4.618228
2024,10,day28,14.70436,9.839801
2024,10,day29,10.81391,6.364985
2024,10,day3,10.943543,6.919018
2024,10,day30,13.709664,6.598502
2024,10,day31,14.480123,8.705027
2024,10,day4,13.115015,7.749568
2024,10,day5,13.34638,6.882406
2024,10,day6,9.174704,4.472188
2024,10,day7,10.983089,5.631342
2024,10,day8,13.034838,5.370186
2024,10,day9,13.783526,7.200917
2024,11,day1,10.221405,4.290753
2024,11,day10,10.096456,2.367107
2024,11,day11,14.194111,7.81696
2024,11,day12,10.594252,4.726749
2024,11,day13,10.348635,4.266325
2024,11,day14,14.025702,8.775779
2024,11,day15,13.537156,8.288584
2024,11,day16,15.42461,10.141089
2024,11,day17,11.227071,6.120472
2024,11,day18,11.986696,6.222233
2024,11,day19,10.777702,6.180419
2024,11,day2,13.072123,8.311276
2024,11,day20,11.713618,7.652591
2024,11,day21,13.809467,7.753224
2024,11,day22,11.311261,5.909988
2024,11,day23,11.982706,7.416479
2024,11,day24,14.297919,9.164848
2024,11,day25,11.540747,7.255776
2024,11,day26,13.751374,8.396419
2024,11,day27,12.733683,8.213387
2024,11,day28,12.89621,6.194226
2024,11,day29,10.707358,6.492159
2024,11,day3,15.613617,8.683853
2024,11,day30,12.630591,7.914659
2024,11,day31,13.648525,7.2775
2024,11,day4,13.213565,6.111432
2024,11,day5,10.931567,3.444371
2024,11,day6,15.004628,7.252532
2024,11,day7,14.132101,9.601232
2024,11,day8,14.419221,8.581747
2024,11,day9,14.353861,8.264482
2024,12,day1,18.017046,11.219584
2024,12,day10,15.792379,10.865603
2024,12,day11,14.342767,6.898382
2024,12,day12,16.701653,9.050206
2024,12,day13,15.352462,8.554003
2024,12,day14,16.991084,9.835969
2024,12,day15,18.294423,12.481291
2024,12,day16,13.181585,7.280247
2024,12,day17,15.108645,9.263678
2024,12,day18,14.024809,6.953043
2024,12,day19,16.626641,12.117065
2024,12,day2,16.697892,11.448129
2024,12,day20,13.617593,6.347382
2024,12,day21,17.780547,12.477068
2024,12,day22,16.896708,9.726985
2024,12,day23,16.196473,10.593207
2024,12,day24,15.480651,8.997152
2024,12,day25,16.287694,8.392127
2024,12,day26,15.302899,9.940042
2024,12,day27,17.883494,11.519613
2024,12,day28,17.705884,11.964469
2024,12,day29,17.723961,11.545853
2024,12,day3,17.904652,11.053057
2024,12,day30,14.416926,7.766477
2024,12,day31,13.467366,5.743913
2024,12,day4,17.025222,10.891282
2024,12,day5,18.842091,11.81912
2024,12,day6,15.794172,11.266991
2024,12,day7,17.877106,10.19835
2024,12,day8,15.809655,9.987319
2024,12,day9,17.106868,10.266004
